808,90,912,93,912,122,807,118
1043,97,1146,100,1145,128,1043,125
1160,104,1175,104,1175,125,1160,125
885,133,954,135,953,154,884,152
1116,141,1185,141,1185,160,1116,160
1139,181,1166,181,1166,196,1139,196
1018,352,1081,352,1081,379,1018,379
194,392,208,392,208,425,194,425
1045,390,1072,390,1072,407,1045,407
192,430,206,430,206,442,192,442
774,443,793,452,767,503,748,494
747,494,768,505,736,568,715,558
716,558,736,568,709,622,689,612
690,614,709,625,676,679,658,668
717,668,738,679,684,782,663,772
714,716,734,726,703,789,683,779
665,768,685,779,664,816,644,804
670,782,697,782,697,816,670,816
962,807,1020,807,1020,826,962,826
1206,814,1229,814,1229,828,1206,828
968,830,997,830,997,853,968,853
