2445,1345,3840,1332,3842,1559,2447,1571
453,1364,1023,1345,1031,1577,461,1596
1068,1352,1903,1352,1903,1586,1068,1586
2054,1369,2346,1369,2346,1561,2054,1561
4692,1778,5151,1778,5151,1928,4692,1928
4450,1803,4650,1803,4650,1920,4450,1920
4283,1820,4425,1820,4425,1920,4283,1920
3101,1839,3373,1823,3379,1924,3107,1940
3368,1853,3670,1815,3686,1941,3383,1979
3657,1828,3907,1828,3907,1928,3657,1928
2520,1864,3043,1813,3056,1947,2533,1998
3949,1837,4233,1837,4233,1920,3949,1920
1182,1854,1602,1841,1606,1971,1186,1984
1962,1845,2145,1845,2145,1962,1962,1962
918,1853,1143,1853,1143,1978,918,1978
2171,1853,2463,1853,2463,1945,2171,1945
368,1856,729,1867,725,1998,364,1986
116,1870,342,1870,342,1995,116,1995
759,1870,885,1870,885,1987,759,1987
1594,1878,1887,1878,1887,1962,1594,1962
0,1912,66,1912,66,2012,0,2012
