140,90,244,93,244,122,139,118
375,97,478,100,477,128,375,125
492,104,507,104,507,125,492,125
1277,127,1333,127,1333,150,1277,150
217,133,286,135,285,154,216,152
448,141,517,141,517,160,448,160
920,156,972,156,972,173,920,173
987,158,1006,158,1006,173,987,173
471,181,498,181,498,196,471,196
350,352,413,352,413,379,350,379
1114,373,1175,373,1175,396,1114,396
377,390,404,390,404,407,377,407
1085,407,1112,407,1112,423,1085,423
105,445,123,454,98,503,80,494
72,508,93,519,68,568,47,558
48,557,68,567,41,622,21,612
21,614,40,624,11,679,-7,669
48,668,70,679,16,782,-4,771
46,716,66,726,35,789,15,779
15,775,34,784,18,821,0,813
294,807,352,807,352,826,294,826
532,814,561,814,561,828,532,828
300,830,329,830,329,853,300,853
