699,110,757,110,757,131,699,131
799,112,883,112,883,139,799,139
753,158,784,158,784,179,753,179
1056,167,1091,167,1091,192,1056,192
1275,179,1313,179,1313,204,1275,204
707,375,749,375,749,390,707,390
762,483,816,439,829,455,776,500
140,591,244,594,244,623,139,619
375,601,478,601,478,626,375,626
492,605,507,605,507,626,492,626
1277,628,1333,628,1333,651,1277,651
217,634,286,636,285,655,216,653
448,642,517,642,517,661,448,661
920,657,972,657,972,674,920,674
987,659,1006,659,1006,674,987,674
471,682,498,682,498,697,471,697
350,853,413,853,413,880,350,880
1114,874,1175,874,1175,897,1114,897
377,891,404,891,404,908,377,908
1085,908,1112,908,1112,924,1085,924
