9,0,110,0,110,22,9,22
127,1,138,1,138,20,127,20
243,0,345,3,344,30,243,27
358,5,375,5,375,28,358,28
718,16,744,16,744,37,718,37
1145,30,1198,30,1198,56,1145,56
84,37,153,37,153,56,84,56
316,45,386,45,386,63,316,63
787,58,840,58,840,76,787,76
853,60,873,60,873,76,853,76
105,76,133,76,133,93,105,93
337,84,367,84,367,99,337,99
219,256,281,256,281,283,219,283
984,277,1046,277,1046,301,984,301
1063,281,1080,281,1080,298,1063,298
245,291,280,294,278,312,244,309
954,313,980,313,980,326,954,326
163,712,221,712,221,729,163,729
168,733,200,733,200,759,168,759
453,975,491,975,491,991,453,991
493,975,521,975,521,991,493,991
472,993,513,993,513,1020,472,1020
952,1055,965,1055,965,1081,952,1081
956,1085,967,1085,967,1104,956,1104
901,1116,923,1112,941,1194,919,1199
936,1153,957,1150,965,1197,944,1200
