607,20,633,20,633,54,607,54
1170,52,1198,52,1198,80,1170,80
196,125,241,125,241,138,196,138
12,134,48,122,53,134,16,146
726,135,781,131,783,151,727,154
690,136,725,136,725,155,690,155
166,140,202,140,202,166,166,166
718,196,790,191,792,209,720,214
690,198,720,198,720,215,690,215
573,225,611,225,611,241,573,241
1164,322,1198,322,1198,348,1164,348
903,346,935,346,935,363,903,363
864,350,903,350,903,363,864,363
785,356,862,352,863,366,785,370
720,358,783,358,783,373,720,373
125,369,159,369,159,393,125,393
346,382,378,382,378,405,346,405
1173,448,1198,448,1198,474,1173,474
1181,496,1198,496,1198,519,1181,519
346,829,446,831,446,857,346,854
894,851,1005,851,1005,875,894,875
0,858,41,858,41,875,0,875
911,877,969,877,969,894,911,894
654,1033,720,1033,720,1050,654,1050
183,1078,245,1078,245,1100,183,1100
811,1093,916,1093,916,1117,811,1117
153,1110,181,1110,181,1126,153,1126
682,1126,701,1126,701,1140,682,1140
825,1125,879,1125,879,1143,825,1143
888,1128,911,1128,911,1143,888,1143
