255,67,315,67,315,91,255,91
0,69,118,69,118,93,0,93
318,69,375,69,375,93,318,93
652,90,727,90,727,114,652,114
279,91,348,91,348,116,279,116
825,104,911,107,911,126,824,123
660,114,751,114,751,138,660,138
459,318,562,318,562,343,459,343
88,345,148,345,148,360,88,360
710,356,772,356,772,373,710,373
630,506,669,506,669,536,630,536
1057,984,1134,984,1134,1006,1057,1006
1106,1020,1197,1014,1201,1072,1109,1077
1063,1027,1115,1027,1115,1080,1063,1080
468,1086,586,1161,565,1194,447,1119
237,1149,333,1181,320,1219,224,1187
581,1170,645,1170,645,1198,581,1198
