969,123,1040,123,1040,138,969,138
785,143,848,120,853,134,790,158
967,140,1001,140,1001,166,967,166
566,313,633,313,633,333,566,333
667,314,751,319,749,343,666,339
622,361,654,361,654,382,622,382
926,369,958,369,958,393,926,393
1143,382,1181,382,1181,406,1143,406
575,577,615,577,615,590,575,590
631,687,708,618,723,634,646,703
524,801,565,772,578,790,537,819
9,794,111,797,110,824,8,821
243,802,345,802,345,828,243,828
358,806,375,806,375,828,358,828
716,815,744,815,744,836,716,836
1147,830,1198,830,1198,855,1147,855
84,838,153,838,153,855,84,855
316,845,386,845,386,862,316,862
787,858,841,858,841,875,787,875
853,860,873,860,873,877,853,877
105,877,133,877,133,892,105,892
337,883,367,883,367,900,337,900
219,1057,281,1057,281,1083,219,1083
984,1076,1044,1076,1044,1100,984,1100
245,1093,277,1093,277,1110,245,1110
952,1110,980,1110,980,1126,952,1126
