369,51,445,56,443,84,368,79
390,133,423,133,423,157,390,157
384,255,424,258,423,276,383,273
365,322,442,322,442,350,365,350
63,350,103,350,103,363,63,363
373,450,429,450,429,474,373,474
382,496,418,496,418,523,382,523
442,847,506,847,506,864,442,864
95,851,204,851,204,875,95,875
448,864,500,864,500,881,448,881
1055,868,1115,868,1115,892,1055,892
798,870,918,870,918,894,798,894
1119,870,1175,870,1175,894,1119,894
110,877,168,877,168,894,110,894
457,881,491,881,491,898,457,898
1078,892,1149,892,1149,915,1078,915
13,1091,116,1091,116,1117,13,1117
695,1106,793,1106,793,1134,695,1134
24,1125,78,1125,78,1143,24,1143
90,1128,110,1128,110,1143,90,1143
888,1145,922,1145,922,1160,888,1160
1070,1149,1096,1149,1096,1162,1070,1162
