347,28,447,32,446,57,346,54
896,50,1005,50,1005,75,896,75
911,76,969,76,969,93,911,93
654,234,720,234,720,251,654,251
183,277,245,277,245,301,183,301
262,279,279,279,279,298,262,298
813,292,916,292,916,316,813,316
155,313,180,313,180,326,155,326
680,326,701,326,701,339,680,339
825,324,879,324,879,343,825,343
890,328,911,328,911,345,890,345
579,388,603,388,603,433,579,433
1031,1044,1065,1044,1065,1061,1031,1061
102,1116,124,1112,140,1192,118,1197
136,1153,157,1150,164,1197,143,1200
