808,0,943,0,943,24,808,24
1044,1,1144,4,1143,30,1043,27
1158,5,1173,5,1173,28,1158,28
885,37,954,37,954,56,885,56
1117,45,1186,45,1186,61,1117,61
905,76,933,76,933,93,905,93
1138,84,1166,84,1166,99,1138,99
1020,256,1081,256,1081,283,1020,283
1046,292,1078,292,1078,309,1046,309
193,333,206,333,206,345,193,345
773,348,790,356,767,405,750,397
741,409,761,420,736,470,715,460
716,462,736,472,709,525,690,515
689,517,707,527,677,581,659,571
716,571,736,582,683,685,663,674
714,619,734,629,702,692,683,682
664,672,683,682,665,718,645,709
671,686,697,686,697,720,671,720
963,712,1020,712,1020,729,963,729
967,733,1001,733,1001,759,967,759
