442,48,506,48,506,65,442,65
97,50,204,50,204,75,97,75
448,63,500,63,500,80,448,80
1055,67,1115,67,1115,91,1055,91
798,67,919,70,918,96,798,93
1119,69,1175,69,1175,93,1119,93
110,76,168,76,168,93,110,93
457,80,491,80,491,97,457,97
1078,91,1147,91,1147,116,1078,116
13,290,118,290,118,316,13,316
693,307,793,307,793,333,693,333
817,311,834,311,834,330,817,330
22,326,78,326,78,343,22,343
90,330,110,330,110,345,90,345
886,343,924,343,924,360,886,360
928,346,948,346,948,360,928,360
451,896,543,896,543,930,451,930
230,1044,277,1044,277,1061,230,1061
1033,1156,1108,1156,1108,1198,1033,1198
