139,110,192,110,192,144,139,144
425,133,469,133,469,162,425,162
693,160,741,160,741,181,693,181
743,162,782,162,782,183,743,183
785,162,853,168,851,190,783,184
718,223,745,223,745,233,718,233
745,223,803,223,803,235,745,235
135,235,167,235,167,254,135,254
135,258,162,258,162,273,135,273
204,319,229,319,229,354,204,354
764,352,841,352,841,382,764,382
322,434,377,430,379,449,323,453
784,432,820,432,820,457,784,457
285,436,321,436,321,455,285,455
313,495,385,489,387,509,315,514
288,498,315,498,315,515,288,515
171,526,204,526,204,540,171,540
759,619,839,619,839,649,759,649
501,647,532,647,532,661,501,661
461,649,498,649,498,663,461,663
323,657,379,657,379,672,323,672
768,747,826,747,826,774,768,774
776,795,816,795,816,822,776,822
