69,15,88,24,67,67,48,57
48,57,68,67,41,121,21,111
21,113,40,123,11,178,-7,168
48,167,70,178,16,281,-4,270
46,215,66,225,35,288,15,278
15,274,34,283,18,320,0,312
294,306,352,306,352,325,294,325
532,313,561,313,561,327,532,327
300,329,331,329,331,354,300,354
586,569,624,569,624,588,586,588
624,571,651,571,651,588,624,588
605,590,647,590,647,617,605,617
1087,680,1100,680,1100,703,1087,703
1033,711,1056,707,1080,829,1057,834
1068,750,1089,746,1103,820,1082,824
1085,822,1108,822,1108,860,1085,860
1062,832,1083,832,1083,872,1062,872
