171,25,204,25,204,39,171,39
760,118,840,122,838,150,758,147
501,146,532,146,532,160,501,160
461,148,498,148,498,162,461,162
325,156,379,156,379,171,325,171
768,246,826,246,826,273,768,273
776,294,816,294,816,321,776,321
0,630,41,630,41,653,0,653
841,646,904,649,903,665,840,663
492,649,599,649,599,672,492,672
847,662,898,664,897,681,846,678
1194,667,1313,667,1313,690,1194,690
507,674,565,674,565,693,507,693
853,678,887,678,887,695,853,695
250,830,317,830,317,849,250,849
425,891,511,891,511,914,425,914
1089,903,1189,903,1189,931,1089,931
277,924,296,924,296,937,277,937
421,922,475,922,475,941,421,941
488,928,507,928,507,941,488,941
1283,943,1319,943,1319,958,1283,958
