839,25,872,25,872,39,839,39
31,110,89,110,89,131,31,131
131,112,215,112,215,139,131,139
1169,146,1200,146,1200,160,1169,160
1129,148,1166,148,1166,162,1129,162
993,156,1047,156,1047,171,993,171
85,158,116,158,116,179,85,179
388,167,423,167,423,192,388,192
48,375,79,375,79,390,48,390
93,485,172,415,187,432,108,501
609,626,710,630,709,655,608,651
1160,649,1267,649,1267,672,1160,672
252,657,304,657,304,674,252,674
319,659,338,659,338,674,319,674
1173,674,1233,674,1233,693,1173,693
918,830,985,830,985,849,918,849
446,874,507,874,507,897,446,897
1093,891,1179,891,1179,914,1093,914
417,908,444,908,444,924,417,924
945,924,964,924,964,937,945,937
1089,922,1143,922,1143,941,1089,941
1156,928,1175,928,1175,941,1156,941
