7,0,110,0,110,22,7,22
125,0,138,0,138,20,125,20
243,0,345,3,344,30,243,27
346,5,375,5,375,28,346,28
718,16,746,16,746,39,718,39
1145,30,1198,30,1198,56,1145,56
84,37,153,37,153,56,84,56
316,45,386,45,386,63,316,63
787,58,840,58,840,76,787,76
853,60,873,60,873,76,853,76
105,76,133,76,133,93,105,93
337,84,367,84,367,99,337,99
219,256,281,256,281,283,219,283
984,277,1081,277,1081,301,984,301
245,291,280,294,278,312,244,309
952,311,980,311,980,326,952,326
163,712,221,712,221,729,163,729
168,733,200,733,200,759,168,759
453,975,491,975,491,991,453,991
493,975,521,975,521,991,493,991
455,993,513,993,513,1020,455,1020
942,1041,960,1038,990,1194,972,1198
900,1117,925,1111,943,1196,919,1201
939,1153,963,1153,963,1198,939,1198
