967,121,1040,121,1040,138,967,138
783,142,848,118,854,134,789,158
965,138,1001,138,1001,166,965,166
566,313,635,313,635,335,566,335
667,314,751,319,749,343,666,339
622,361,654,361,654,382,622,382
926,369,960,369,960,395,926,395
1143,382,1181,382,1181,406,1143,406
573,575,615,575,615,590,573,590
630,688,709,617,726,635,647,706
512,810,566,771,580,791,526,830
9,794,111,797,110,824,8,821
243,802,345,802,345,828,243,828
345,806,375,806,375,828,345,828
716,815,746,815,746,838,716,838
1147,830,1198,830,1198,855,1147,855
84,838,153,838,153,855,84,855
316,845,386,845,386,862,316,862
787,858,841,858,841,875,787,875
853,860,873,860,873,877,853,877
105,877,133,877,133,892,105,892
337,883,367,883,367,900,337,900
219,1057,281,1057,281,1083,219,1083
984,1076,1044,1076,1044,1100,984,1100
245,1093,277,1093,277,1110,245,1110
952,1110,980,1110,980,1126,952,1126
