808,-6,976,1,974,30,806,22
1044,1,1144,4,1143,30,1043,27
1158,5,1173,5,1173,28,1158,28
885,37,954,37,954,56,885,56
1117,45,1186,45,1186,61,1117,61
905,76,933,76,933,93,905,93
1138,84,1166,84,1166,99,1138,99
1020,256,1081,256,1081,283,1020,283
1046,292,1078,292,1078,309,1046,309
193,302,208,303,206,345,190,344
770,347,790,356,710,525,689,515
689,517,707,527,677,581,659,571
717,571,739,582,667,722,644,710
713,618,736,630,687,728,664,716
963,712,1020,712,1020,729,963,729
967,733,1001,733,1001,759,967,759
